식품명,에너지,단백질,지방,탄수화물,1회제공량
나트라 리얼화이트,565,7,35,55,100.0
나트라 무설탕다크,540,7,38,42,100.0
밀크 초콜릿 드롭스,555,6,35,54,100.0
코코아버터,900,0,100,0,100.0
코코아트러플,585,4,45,41,100.0
밀크 초콜릿 위드 진저브레드 크럼브(3242901),501,7.3,28,55,100.0
다크 초콜릿,495,5,25,62,100.0
나투미 유기농 귀리,50,0,1.4,9,100.0
나투미 유기농 귀리 바닐라,50,0,1.4,9,100.0
나투미 유기농 귀리 오리지날,45,0,1.3,8,100.0
나투미 유기농 귀리 칼슘,50,0,1.4,9,100.0
나투미 유기농 귀리 코코아,70,1,1.3,13,100.0
나투미 유기농 귀리음료 바리스타,52,1,1.8,8,100.0
나투미 유기농 스펠트 드링크,45,0,1,9,100.0
나투미 유기농 쌀 드링크 위드 코코넛,50,0,1.1,10,100.0
엑스트라버진 아보카도오일 260ml,835,0,93,0,100.0
커클랜드 시그니춰 유기농 에인션트 그레인,456,13,16,76,100.0
팔레오 노니주스,35,0,0,8,100.0
100% 엑스트라버진아보카도오일,840,0,93,0,100.0
아보카도오일 엑스트라버진,800,0,93,0,100.0
엑스트라 버진 아보카도 오일,837,0,93,0,100.0
엑스트라버진 아보카도 오일,840,0,93,0,100.0
엑스트라버진 아보카도오일,837,0,93,0,100.0
블랙 소이빈 누들칩,395,42.3,9.4,35.5,100.0
산사베리맛 음료 (24kg),280,0,0,70,100.0
소이빈 누들칩,395,42.3,9.4,35.5,100.0
에다마메 소이빈 누들칩,395,42.3,9.4,35.5,100.0
퓨어 올리브오일,805,0,91,0,100.0
매기 버섯 크림수프 1.8kg,435,6.7,20,57,100.0
블루 레몬향 에이드,35,0,0,9,9.0
스조라 망고피치향,228,2,0,55,100.0
"스조라 망고피치향 NPMY-SJ4L-14,NPMY-SJ4L-15",228,2,0,55,100.0
냉동 농축 오렌지쥬스,192,1.6,0,46,100.0
냉동 농축 파인애플쥬스,256,2,0,63,100.0
네스티 피치향,35,0,0,8.8,25.0
매기 화이트 아스파라거스 크림스프,465,3.9,23,60,100.0
네스프레소 다크초콜릿스퀘어 (SKU3253.02),560,8,45,31,100.0
네스프레소 밀크초콜릿스퀘어 (SKU3254.02),560,7,37,49,100.0
네스프레소 블론드 초콜릿 스퀘어 (SKU3268),567,4,35,59,100.0
폴로 오리지날,395,0,0.5,98,100.0
폴로 오리지날 2.34kg,425,0,1.5,98,100.0
프루팁스 블랙커런트맛 70g,345,0,0,86,100.0
네스카페 돌체구스토 카페오레 4.32kg,45,1.7,1.9,5.4,9.0
페리에 라임향,0,0,0,0,100.0
페리에 레몬향,0,0,0,0,100.0
페리에 레몬향,0,0,0,0,100.0
페리에 스트로베리향,0,0,0,0,100.0
페리에 자몽향,0,0,0,0,100.0
페리에 플레인,0,0,0,0,100.0
페리에 플레인,0,0,0,0,100.0
네슬레 커피 메이트,551,1,35,58,100.0
팬 오렌지 쥬스,51,0.5,0.5,10.8,100.0
팬 파인애플 쥬스,55,0.5,0.5,11.8,100.0
셀프밸런싱푸드C3유기농파우다,398,13,7,71,100.0
루니풋롤리팝,399,0.4,0,97.2,100.0
노브스갈라 유기농 엑스트라 버진 올리브유,820,0,91,0,100.0
노브스갈라 포도씨유,820,0,91,0,100.0
카라멜후레이크,375,2.5,1,89,100.0
포데이즈 DN 콜라겐,68,11.9,0,10.1,100.0
라이스누들,360,8,0,82,100.0
찬타분 라이스 스틱,360,8,0,82,100.0
나한과젤리,32.5,0.65,0,7.4,10.0
니피 오렌지 쥬스(2L),735,14,0,170,2000.0
코우 타코야끼,120,4.6,3.5,17.7,100.0
타코야끼,129,9.5,1.6,20.3,100.0
달 카레,187,7.4,6.3,25.2,180.0
버터 치킨 카레,251,11.3,15.5,16.6,180.0
버터 치킨 카레,260,14,16.4,14.2,180.0
새우 크림 카레,211,7,15.3,11.3,180.0
푸루푸루 구미 망고,330,4,0,79,100.0
푸루푸루 구미 멜론,330,4,0,79,100.0
푸루푸루 구미 바나나,330,3,0,79,100.0
푸루푸루 구미 파인애플,330,4,0,78,100.0
생흑사탕,24,0,0,6,6.0
노다미소 사계의 미소타레,253,6.7,4.3,46.8,100.0
노니주스,13,0,0,3,100.0
유기농 노니주스,12,0,0,3,100.0
유기농 노니주스,15,0,0,4,100.0
하와이안 노니주스,13,0,0,3,100.0
아모레띠 솔티드 카라멜  스프레드,698,3,62,32,100.0
아모레띠 아몬드 코코넛 스프레드,663,7,55,35,100.0
아모레띠 쿠키맛 스프레드,609,5,45,46,100.0
아모레띠 헤이즐넛 스프레드,667,4,55,39,100.0
바게트,262.4,10.3,1.2,54.2,100.0
블랙퍼스트 롤,240,9,1.5,49.4,100.0
치아바타 오리지널,245,9,1.2,51.6,100.0
카이저 롤 오리지널,250,9.3,1.6,51.9,100.0
트레디셔널 브레드,210,6.9,1,45.9,100.0
베로넬리 스파게티,350,11.1,1.4,73.4,100.0
앙카라 마카로니,345,11,1.7,73,100.0
앙카라 스파게티 (500g),345,11,1.7,73,100.0
히키구루미 소바,361,13,1,75,100.0
맥스스포츠 프로틴넬라,526.5,40.2,63.4,80.4,100.0
초코 스프레드,517,6,29,58,100.0
헤이즐넛 초코크림,515,6,29,58,100.0
유기농 퓨어 노니주스,0,0,0,0,30.0
농축크랜베리주스(473ml),120,0,0,30,100.0
유기농 노니주스 위드 라즈베리향,32,0,0,8,100.0
유기농 블랙체리 농축주스,236,3,0,56,100.0
유기농 타트체리 농축주스,130,1,0,32,100.0
소프티아 지,360,1,0,89,100.0
소프티아지,347,0.7,0,86,100.0
이오니스 엑스트라 버진 올리브유,900,0,100,0,100.0
또띠아 오리지널,170,5,2,33,61.0
네온스타캔디,366,0,1.5,88,100.0
니트위츠과일모양캔디,328,0,1,82,100.0
니트위츠과일모양캔디,337,0,1,82,100.0
바나나향헤드,366,0,1.5,88,100.0
스마일캔디,357,0,1,87,100.0
아이스크림콘모양캔디,366,0,1.5,88,100.0
테디베어캔디,366,0,1.5,88,100.0
퍼니본즈캔디,361,0,1,88,100.0
하트캔디,365,0,1,89,100.0
오틀리 귀리음료 바리스타 에디션,59,1,3,7.4,100.0
오틀리 카페 크리미 귀리음료,59,1,3,7.4,100.0
마카로니,365,13,1.5,75,100.0
스파게티,350,11,0.3,76,100.0
오멜리아 스파게티,370,12.5,1.5,76.5,100.0
푸실리,365,13,1.5,75,100.0
우주선모양캔디,367,0,0.5,90.5,100.0
플라잉 샤워 캔디,367,0.5,0.5,90,100.0
유기농 석류 주스,52,0,0,13,100.0
오션 스프레이 크레이즌 건조 크랜베리,330,1,0.7,83,100.0
오션 스프레이 크레이즌 건조 크랜베리,326,0.5,0.7,82.5,100.0
오션스프레이 크랜베리 라이트,8,0,0,2,100.0
사과탄산음료(330ml),140,0,0,35,330.0
슬러쉬 파우더,500,3.6,27.2,60.4,100.0
마일스톤 유기농 엑스트라버진 올리브오일,824,0,91.6,0,100.0
골든송로버섯오일,875,1,99,1,100.0
장인의 소금사탕 레몬맛,385,0,0,96,100.0
시콰사 주스,29,0.4,0,6.8,100.0
히라미에이트,227,0,0,57,100.0
올드 오차드 루비레드 자몽 드링크,30,0,0,8,100.0
올드 오차드 애플 칵테일,30,0,0,8,100.0
델리카토 엑스트라버진 올리브오일,825,0,91.6,0,100.0
올리오 디 올리바-1L,825,0,91.6,0,100.0
올리오 엑스트라 버진 디 올리바,825,0,91.6,0,100.0
올리오 엑스트라 버진 디 올리바,825,0,91.6,0,100.0
올리오 엑스트라버진 디 올리바 아브르죠,825,0,91.6,0,100.0
유기농 엑스트라 버진 올리브 오일,825,0,91.6,0,100.0
플루타토 엑스트라 버진 올리브 오일,825,0,91.6,0,100.0
올리브오일 (3126),824,0,91.6,0,100.0
올리브오일 500ml (3128),828,0,92,0,100.0
시아오 칼라브리아 올리브 포마스 오일,824,0,91.6,0,100.0
시타 엑스트라 버진 올리브오일,801,0,93.3,0,100.0
시타 포마스올리브오일,801,0,93.3,0,100.0
시타 퓨어올리브유,801,0,93.3,0,100.0
시타 프리올리바,824,0,92,0,100.0
이태리 엑스트라 버진 올리브오일,801,0,93.3,0,100.0
칼라브리아 엑스트라 버진 오리브 오일,824,0,92,0,100.0
올리브 포마스 오일,840,0,93,0,100.0
디오피 움브리아 엑스트라버진 올리브 오일,800,0,93,0,100.0
블랙 트러블향 엑스트라버진 오일,840,0,93.3,0,100.0
화이트 트러블향 엑스트라버진 오일,840,0,93.3,0,100.0
라니에리 엑스트라 버진 올리브 오일,828,0,92,0,100.0
블랙 트러플 오일,828,0,92,0,100.0
올리타리아 엑스트라버진 아보카도유,828,0,92,0,100.0
유기농 라니에리 디오피 엑스트라 버진 올리브유,828,0,92,0,100.0
유기농 라니에리 엑스트라 버진 압착 올리브유,828,0,92,0,100.0
유기농 라니에리 엑스트라 버진 압착 올리브유-500ml,828,0,92,0,100.0
유기농 엑스트라 버진 올리브 오일,824,0,91.6,0,100.0
화이트 트러플 오일,828,0,92,0,100.0
그레이트 바인 포도씨유,835,0,93,0,100.0
올리브 릿지 엑스트라버진 올리브유,835,0,93,0,100.0
퓨어 썬 해바라기유,835,0,93,0,100.0
엑스트라 버진 올리브 오일(5L),828,0,92,0,100.0
올리브 오일,828,0,92,0,100.0
올리브 포마스 오일,828,0,92,0,100.0
모레티니 끼안티 클라시코 DOP 올리브오일,828,0,92,0,100.0
모레티니 엑스트라버진 올리브 오일,828,0,92,0,100.0
모레티니 트러플향 엑스트라버진 올리브오일,828,0,92,0,100.0
"올리브오일 레몬향(00039)(5,000ml)",828,0,92,0,100.0
올리브오일 송로버섯향(천연송로버섯향 5%함유)(00028),828,0,92,0,100.0
"올리브오일 스모크향(13304)(5,000ml)",828,0,92,0,100.0
"올리브오일 오렌지향(00112)(5,000ml)",828,0,92,0,100.0
올리브오일 피자향미제(14608)(250ml),828,0,92,0,100.0
올리브오일 할라피뇨향(천연할라피뇨향 5%함유)(12512),828,0,92,0,100.0
지우빌레오 엑스트라버진 올리브오일,828,0,92,0,100.0
콜토프란토 엑스트라버진 올리브유,828,0,91,0,100.0
콜토프란토 엑스트라버진 올리브유,828,0,9,0,100.0
라마시아 올리브 포마스유,893,0,99,0.54,100.0
오로 오피 올레오칸탈 유기농 올리브유( 750ML),892,0,99.14,0,100.0
오로오피 올레오칸탈 엑스트라 버진 유기농 올리브유,892,0,99.14,0,100.0
코우파지 데 베리에다데 엑스트라버진 올리브오일,900,0,100,0,100.0
오가닉 에그레조 엑스트라버진 올리브오일,819,0,91,0,100.0
라 마쎄리아 올리오 엑스트라 베르지네 디 올리바,828,0,92,0,100.0
레반테 올리오 엑스트라 버지네 디 올리바 이탈리아노,828,0,92,0,100.0
까르떼 누아 엑스트라 버진 올리브 오일 500ml (67),825,0,91.6,0,100.0
올리오 엑스트라 버진 디 올리바 250ml (110684),821.7,0,91.3,0,100.0
올리오 엑스트라 버진 디 올리바 250ml (110684),821.7,0,91.6,0,100.0
크루 가시 엑스트라 버진 올리브 오일 (70),825,0,91.6,0,100.0
크루 리바 지안카 엑스트라 버진 올리브 오일(71),825,0,91.6,0,100.0
아이지피 토스카노 엑스트라 버진 올리브유,819,0,91,0,100.0
올리타리아 그물버섯 엑스트라 버진 올리브유,828,0,92,0,100.0
올리타리아 로즈마리 엑스트라 버진 올리브유,828,0,92,0,100.0
올리타리아 마늘 엑스트라 버진 올리브유,828,0,92,0,100.0
올리타리아 바질 엑스트라 버진 올리브유,828,0,92,0,100.0
올리타리아 엑스트라 버진 올리브오일,819,0,91,0,100.0
올리타리아 엑스트라 버진 올리브유 0.25L,819,0,91,0,100.0
올리타리아 올리브 오일,819,0,91,0,100.0
올리타리아 포도씨유,828,0,92,0,100.0
올리타리아 해바라기유 0.5L,828,0,92,0,100.0
아보카도 오일 앤드 갈릭,821,0,91.2,0,100.0
팔라시오 엑스트라 버진 올리브 오일(250ml),45,0,5,0,5.0
커클랜드 시그니춰 스페니쉬 엑스트라 버진 올리브유,824,0,91.6,0,100.0
커클랜드 시그니춰 엑스트라버진 올리브유 - 바에나,828,0,92,0,100.0
일 소토크리보 엑스트라버진 올리브유,828,0,92,0,100.0
데바 엑스트라버진 올리브유(250ml),892,0,100,0,100.0
데바 엑스트라버진 올리브유(500ml),875,0,100,0,100.0
모나드 엑스트라버진 올리브유(500ml),875,0,100,0,100.0
아카드 엑스트라버진 올리브유(500ml),875,0,100,0,100.0
아카드 엑스트라버진 올리브유(500ml),892,0,100,0,100.0
오르따 레알 엑스트라 버진 올리브유(500ml),898,0,100,0,100.0
올리브잎추출액,140,0,0,35,100.0
엑스트라 버진 올리브유,900,0,99.8,0,100.0
엑스트라 버진 올리브유 클래식,900,0,99.8,0,100.0
올리브유와 레몬,900,0,99.8,0,100.0
올리브유와 바질,900,0,99.8,0,100.0
유기농 엑스트라 버진 올리브유,900,0,99.8,0,100.0
게라치 엑스트라 버진 올리브 오일 노첼라라 250ml (24562),824,0,91.6,0,100.0
엑스트라 버진 올리브 오일 아모니코(84036),828,0,92,0,100.0
원스어게인 유기농 크런치 땅콩버터,3087,136,242,91,454.0
인스턴트밀크티파우더,490,3,22,70,100.0
토란 파우더,473,0,17,80,100.0
더치스,40,0,0,9.5,100.0
부라티노,45,0,0,11,100.0
오리지널,45,0,0,11.5,100.0
타룬,40,0,0,10,100.0
마카파 라그만,329,10,1,70,100.0
마카파 베쉬바마크,329,10,1,70,100.0
마카파 케스페,329,10,1,70,100.0
솜사탕,67,0,0,16.9,17.0
그린민트시럽,260,0,0,65,100.0
딸기 크러쉬,248,0,0,60,100.0
딸기시럽,260,0,0,65,100.0
라임 민트향 코디알,260,0,0,65,100.0
라임시럽,260,0,0,65,100.0
레몬시럽,260,0,0,65,100.0
리치 크러쉬,160,0,0,40,100.0
멜론 크러쉬,244,0,0,60,100.0
복숭아 시럽,272,0,0,67,100.0
복숭아 크러쉬,244,0,0,60,100.0
살구 크러쉬,240,1,0,60,100.0
솔티드 팝콘향 시럽,260,0,0,65,100.0
자색고구마 크러쉬,220,1,0,55,100.0
파인애플 앤 망고 크러쉬,230,0,0,57,100.0
나탈리스 레몬에이드 티(1L),40,0,0,10,100.0
나탈리스 레몬에이드(1L),56,0,0,14,100.0
나탈리스 스트로베리 레몬에이드(1L),52,0,0,13,100.0
나탈리스 오렌지 망고 주스,49,0.8,0.2,11,100.0
나탈리스 오렌지 비트 주스,43,0.8,0,10,100.0
나탈리스 오렌지 주스(1.77L),47,0.8,0.2,10.4,100.0
나탈리스 오렌지 파인애플 주스,47,0.8,0,11,100.0
나탈리스 자몽 주스,44,1,0,10,100.0
나탈리스 자몽 주스(17L),42,0.4,0,10,100.0
유기농 해바라기유,828,0,92,0,100.0
오가닉트리 프리미엄 엑스트라 버진 올리브오일,886,0,98.5,0,100.0
올가닉트리 프리미엄 엑스트라 버진 올리브오일,886,0,98.5,0,100.0
그린애플넥타,45,0,0,11,100.0
레몬-민트주스,40,0,0,10,100.0
멀티후르트넥타,50,0,0,12,100.0
베리주스,50,0,0,12,100.0
복숭아넥타,48,0,0,12,100.0
블랙커런트-사과넥타,50,0,0,12,100.0
애플넥타,45,0,0,11,100.0
애플체리넥타,48,0,0,12,100.0
애플-파인애플넥타,50,0,0,12,100.0
오렌지넥타,38,0,0,9,100.0
자두넥타,45,0,0,11,100.0
토마토넥타,23,1,0,5,100.0
스타부르 토마토 고등어 110G,235,12,19,4,100.0
스타부르 토마토 고등어 170G,235,13,21,3,100.0
초콜릿 케이크(3241501),378,4,14,59,100.0
미강유,900,0,100,0,100.0
로버츠 베리에 링곤베리 & 크랜베리,48.5,0.3,0.3,11.8,100.0
로버츠 베리에 블랙커런트&딸기,50.6,0.5,0.2,11.7,100.0
로버츠 베리에 빌베리,48.5,0.3,0.5,10.7,100.0
로버츠 베리에 빌베리&라즈베리,48,0.5,0.4,10.6,100.0
노니주스원액,31,0,0,8,100.0
노니주스,65,0,0,16,200.0
노니주스,32,0,0,8,100.0
로즈힙오일 (14607),828,0,92,0,100.0
"커리오일(13370)(5,000ml)",828,0,92,0,100.0
커리오일(커리추출물 5% 함유)(13370),828,0,92,0,100.0
삼색 푸질리,355,13,1.3,73,100.0
스파게티,355,13,1.3,73,100.0
스파게티,353.7,12.5,1.3,73,100.0
파스타(마카로니),355,13,1.3,73,100.0
오징어먹물 스파게티,376,12,1.3,78,100.0
오징어먹물 토나렐리,376,12,1.3,78,100.0
카라논나 링귀니,376,12.5,1.3,78,100.0
카라논나 스파게티,376,12.5,1.3,78,100.0
카라논나 유기농 페투치네,354,12.5,1.7,70.5,100.0
카라논나 트러플 둥지 파스타,376,12,2.9,78,100.0
카라논나 트러플 둥지 파스타,376,12.5,1.3,78,100.0
유기농보리새싹주스,34,0.8,0.1,7.4,100.0
파고 발디오스 산  카를로스 엑스트라 버진 올리브유,886.5,0,98.5,0,100.0
파고 발디오스 산  카를로스 엑스트라 버진 올리브유(250ml),886.5,0,98.5,0,100.0
풀문 엑스트라 버진 올리브 오일,889.2,0,98.8,0,100.0
"리치비네거(리치쥬스1.72%,리치향0.1%함유)",64,0,0,52,100.0
"애플 베이스(사과쥬스1.16%함유,인공사과향0.23%)",166,0,0,2075,100.0
"크랜베리 비네거(크랜베리향0.2%,크랜베리쥬스0.18%함유)",188,0,0,47,100.0
"크랜베리 비네거(크랜베리향0.2%,크랜베리쥬스0.18%함유)",183,0,0,1373,100.0
"포멜로 베이스(포멜로쥬스6.04%함유,천연포멜로향0.1%)",8300,0,0,2075,100.0
"화이트 그레이프 비네거(포도쥬스1.24%,포도향0.19%함유)",212,0,0,53,100.0
위 더 레전드 유기농 피꾸알 엑스트라 버진 올리브오일,900,0,100,0,100.0
커클랜드 시그니춰 치즈 피자,242,10,10,28,100.0
중쇄중성지방유(엠씨티오일),900,0,100,0,100.0
팜에스터 3575(엠씨티오일),900,0,100,0,100.0
코코탑 프리미엄 해바라기유,810,0,90,0,100.0
트레드키 코코넛 오일,900,0,100,0,100.0
트레드키 팜 오일,900,0,100,0,100.0
트레드키 퓨어 카놀라 오일,810,0,90,0,100.0
트레드키 퓨어 카놀라유,810,0,90,0,100.0
트레드키 퓨어 해바라기유,810,0,90,0,100.0
트레드키 퓨어팜 올레인 베지트블오일,810,0,90,0,100.0
하리보 골드베렌 컵,333,6.8,0,76.5,100.0
하리보 다이노스(200g),335,7.5,0.1,76,100.0
하리보 웜즈 사우어(100g),361,6,0.1,84,100.0
하리보 웜즈(200g),337,7.5,0.1,76.4,100.0
하리보 피치 컵,337,6,0.1,78,100.0
하리보 해피콜라향 사우어(200g),340,7,0,78,100.0
판도리오 올리브오일 초콜릿 비스킷 (163593),530,7,26,67,100.0
로제트,250,9,3.5,46,100.0
바게트,235,9,0.8,48,100.0
우유 샌드위치 빵,285,9,7,46,100.0
치아바타,235,9,0.9,48,100.0
티롤레스 바게트,235,10,1.5,45,100.0
피제테 알 뽀모도로,275,6,11.3,37,100.0
피제테 알라 치폴라,270,6,11.3,37,100.0
레드후르츠 파스텔디나따,243,4,11,32,100.0
볼로 아로즈,388,3,20,49,100.0
초코렛 파스텔디나따,298,4,14,39,100.0
치즈케익머핀,327,3,19,36,100.0
커피 파스텔디나따,294,5,14,37,100.0
토피 파스텔디나따,303,5,15,37,100.0
토피카라멜머핀,408,4,20,53,100.0
파스텔 드 나타 솔티드카랴멜,223,3,11,28,75.0
파스텔 드 나타 스트로베리,193,3,9,25,75.0
파스텔 드 나타 애플,195,3,7,30,75.0
파스텔 드 나타 에그타르트 (240 g),288,5,12,40,100.0
파스텔 드 나타 초콜렛,250,4,12,31,75.0
파스텔디나따,275,5,11,39,100.0
파스텔디나따 레드후르츠,243,4,11,32,100.0
파스텔디나따 초코렛,298,4,14,39,100.0
파스텔디나따 커피,294,5,14,37,100.0
펌킨앤월넛 브레드,354,10,14,47,100.0
커스타드 타르트,280,4.4,11,41.1,100.0
파네토네,360,6,13,55,100.0
레몬 앤 오렌지맛 캔디,400,0.41,0.33,98.7,100.0
레몬 앤 오렌지맛 캔디,374,0,0,93.5,100.0
포지타노 레몬맛캔디,378,0,0,94.5,100.0
포지타노 오렌지맛 캔디,372,0,0,93,100.0
라자냐,342,12,1.1,71,100.0
링귀네테,340,12,1.1,71,100.0
스파게티,340,12,1.1,71,100.0
스파게티니,340,12,1.1,71,100.0
이탈파스나 트리칼러리,348,12,1.1,71,100.0
페투치네,342,12,1.1,71,100.0
펜네 리가테,342,12,1.1,71,100.0
캄포필로네 (네로 탈리올리니),379,15,4.5,66,100.0
캄포필로네 (마케론치니),379,15,4.5,66,100.0
캄포필로네 (키타리나),379,15,4.5,66,100.0
캄포필로네 (탈리아텔레),379,15,4.5,66,100.0
캄포필로네 (파파델레),379,15,4.5,66,100.0
안티카 마디아 라자냐 파스타(46957),360,13,3.8,69,100.0
안티카 마디아 멀티 컬러 라자냐(46952),360,12,1.5,74,100.0
안티카 마디아 에그 뇨끼(137219),370,14,4.7,68,100.0
안티카 마디아 파르팔레 그린/레드 파스타 (128231),358,12,1.5,74,100.0
안티카 마디아 파르팔레 에그 파스타 (64989),362,13,3.8,69,100.0
안티카 마이다 탈리아텔레 파스타(46955),374,15,6,65,100.0
링귀니,335,12,1.2,71,100.0
링귀니,350,12,1.2,71,100.0
링귀니,335,12,1.2,71,100.0
스파게토니,355,12,1.2,71,100.0
스파게토니,350,12,1.2,71,100.0
스파게토니,335,12,1.2,71,100.0
스파게티,335,12,1.2,71,100.0
스파게티,350,12,1.2,71,100.0
스파게티,335,12,1.2,71,100.0
스피랄리 트리칼라,335,12,1.2,71,100.0
펜네 리가테 트리칼라,335,12,1.2,71,100.0
후라이팬 뇨끼 (2인분) (87945),180,6,2.4,34,100.0
토스카노 듀럼 밀 파스타 질리 (42987),347,12,1.2,72,100.0
토스카노 듀럼 밀 파스타 파파르델레 (95149),347,13,1.2,72,100.0
토스카노 듀럼 밀 파스타 피치 (42988),347,12,1.2,72,100.0
